filename,width,height,class,xmin,ymin,xmax,ymax
raccoon-23_jpg.rf.61e75526728aed1db8405b692c69b67e.jpg,640,640,Raccoon,311,10,640,640
raccoon-41_jpg.rf.635b244300bb5812358990dc2f2d7a8e.jpg,640,640,Raccoon,220,105,484,568
raccoon-33_jpg.rf.63d775903fe6db04568c4786db0cebe9.jpg,640,640,Raccoon,193,6,620,640
raccoon-57_jpg.rf.78d588fa746e28e2aae7870840df43b9.jpg,640,640,Raccoon,168,54,640,636
raccoon-53_jpg.rf.79aed6b992ce9667c34b88b7f4dd024a.jpg,640,640,Raccoon,222,155,459,561
raccoon-59_jpg.rf.7facb9730d17f8f937a630dd4a7cd720.jpg,640,640,Raccoon,14,0,461,465
raccoon-1_jpg.rf.7fbff28168c14673a395c1d25d37914d.jpg,640,640,Raccoon,220,154,412,569
raccoon-10_jpg.rf.819556b18dc9f55655f65c6cfc0efa85.jpg,640,640,Raccoon,220,154,412,569
raccoon-66_jpg.rf.8487bb3d43358a4ff337fe67371128d4.jpg,640,640,Raccoon,234,47,472,571
raccoon-51_jpg.rf.895991137a220fbcc33f7872bb6a40ed.jpg,640,640,Raccoon,277,126,609,581
raccoon-15_jpg.rf.8e7da0b7ff0ceb45f62e817e76b318ef.jpg,640,640,Raccoon,353,131,516,562
raccoon-19_jpg.rf.92314c4d04a850c9ba9b81fccd5361b0.jpg,640,640,Raccoon,226,33,449,251
raccoon-54_jpg.rf.8e579f360531f32af6a875f670644916.jpg,640,640,Raccoon,140,8,539,623
raccoon-37_jpg.rf.938e9824b231a633fd45b2ad3eb21831.jpg,640,640,Raccoon,98,3,547,637
raccoon-2_jpg.rf.9565599d058495c944016dda0e1a6b36.jpg,640,640,Raccoon,49,69,372,378
raccoon-64_jpg.rf.957f15fea3830adc82078f00b81b1841.jpg,640,640,Raccoon,2,4,585,634
raccoon-14_jpg.rf.9939dc9c0acb541a8b520b8bf614674f.jpg,640,640,Raccoon,88,45,377,379
raccoon-72_jpg.rf.b9528acedb32d40ef3ddfa58b4f9ac2a.jpg,640,640,Raccoon,148,56,297,501
raccoon-72_jpg.rf.b9528acedb32d40ef3ddfa58b4f9ac2a.jpg,640,640,Raccoon,252,308,499,556
raccoon-70_jpg.rf.bb2f5d9f081150056f9f693cca181ada.jpg,640,640,Raccoon,124,8,494,627
raccoon-25_jpg.rf.bfee2bc3c2488cd99eb8a26bae840262.jpg,640,640,Raccoon,75,99,312,640
raccoon-42_jpg.rf.ca59943f5d85bf4dfd5c73820c28dd4a.jpg,640,640,Raccoon,179,140,411,479
raccoon-88_jpg.rf.c930e354c766824b9207d6a0c85025e2.jpg,640,640,Raccoon,148,79,503,541
raccoon-39_jpg.rf.cb4bf4d11a6be49be689ebc5297b990f.jpg,640,640,Raccoon,169,49,640,637
raccoon-43_jpg.rf.d7eaefbebd7c578c474c064c3309a84f.jpg,640,640,Raccoon,3,126,309,562
raccoon-40_jpg.rf.d6b6c858d648956f047388df6959cc2e.jpg,640,640,Raccoon,241,97,443,481
raccoon-80_jpg.rf.da8800c1c1bc2ce1635ca6c744f7bdd4.jpg,640,640,Raccoon,81,84,479,468
raccoon-29_jpg.rf.e0a9249122782d0ae653f56d757c748d.jpg,640,640,Raccoon,177,14,491,633
raccoon-13_jpg.rf.ee37aba9bde054a1474d509f89ae8630.jpg,640,640,Raccoon,88,45,377,379
raccoon-27_jpg.rf.e1ac6dfe3ee471655d2f1be182fae3bf.jpg,640,640,Raccoon,72,71,603,535
npr-brightspotcdn_jpg.rf.f10022512ae43d4cd5f08849ca2c8941.jpg,640,640,Raccoon,68,69,613,555
raccoon-30_jpg.rf.ec30ab86a6aab4ba311ae120c7e5f485.jpg,640,640,Raccoon,223,98,437,586
raccoon-52_jpg.rf.f2423f210ae7a6d6a83885794ef0c794.jpg,640,640,Raccoon,130,27,377,587
raccoon-71_jpg.rf.f4543059facda53f84f5c8c6f0d7e5bf.jpg,640,640,Raccoon,137,111,637,511
index_jpg.rf.f9f85c85300fc213194ef17068418159.jpg,640,640,Raccoon,133,91,486,491
raccoon-81_jpg.rf.fd694b9ba8c1bc9097866b2bbba38862.jpg,640,640,Raccoon,5,100,632,580
raccoon-20_jpg.rf.fe9c61173b57bbae10d425bc8e2fc770.jpg,640,640,Raccoon,14,74,637,562
